timestamp,Open,High,Low,Close,Volume
2023-02-18,0.39491,0.39753,0.39116,0.39412,20986995.8642
2023-02-19,0.39411,0.39837,0.3843,0.38619,34885627.1124
2023-02-20,0.38609,0.40892,0.3775,0.39848,46771827.64729331
2023-02-21,0.39846,0.4025,0.3872,0.39188,37013689.9729
2023-02-22,0.39187,0.39796,0.38257,0.39532,35629636.1616
2023-02-23,0.39532,0.39768,0.38521,0.38827,28244147.9322
2023-02-24,0.38827,0.39073,0.37224,0.37823,32175964.301668
2023-02-25,0.37824,0.37947,0.36911,0.37779,20646589.0584
2023-02-26,0.37775,0.38056,0.3746,0.37795,17101513.06
2023-02-27,0.37789,0.38007,0.37095,0.3785,23530885.4939
2023-02-28,0.37852,0.38299,0.372,0.37623,28744724.48178643
2023-03-01,0.37622,0.3847,0.37287,0.38349,30966605.93684678
2023-03-02,0.38343,0.3845,0.3737,0.37723,25037412.8195
2023-03-03,0.37723,0.38067,0.3531,0.37729,48652380.00455758
2023-03-04,0.37727,0.37994,0.36806,0.37352,25758214.7593
2023-03-05,0.37352,0.37759,0.3654,0.36672,20281555.9674
2023-03-06,0.36671,0.374,0.359,0.36958,34699348.84907924
2023-03-07,0.36957,0.38436,0.36704,0.38014,56083580.30454542
2023-03-08,0.38014,0.4015,0.37224,0.38904,89682210.13779556
2023-03-09,0.38904,0.39748,0.363,0.37067,85339237.0046241
2023-03-10,0.37064,0.37497,0.3572,0.37,66156833.57129633
2023-03-11,0.37,0.37399,0.3582,0.36383,64486438.74073923
2023-03-12,0.36378,0.37144,0.34695,0.37143,64779727.228135
2023-03-13,0.37133,0.37998,0.35568,0.37234,80323090.06875928
2023-03-14,0.37234,0.38717,0.36477,0.37254,60046921.7332
2023-03-15,0.37232,0.37635,0.35602,0.35896,46851869.82691005
2023-03-16,0.35891,0.3669,0.35625,0.3648,27597442.31782799
2023-03-17,0.3648,0.3825,0.36214,0.37986,47629356.86444317
2023-03-18,0.37977,0.38993,0.36901,0.37385,40151337.682
2023-03-19,0.37391,0.40037,0.37363,0.38576,55194753.88703956
2023-03-20,0.38593,0.39125,0.37073,0.37345,45130927.70003898
2023-03-21,0.37346,0.49297,0.37279,0.46932,239910483.47436423
2023-03-22,0.46939,0.47489,0.4079,0.42138,180843862.97403808
2023-03-23,0.42124,0.45535,0.4116,0.44408,109019804.07907384
2023-03-24,0.44381,0.44413,0.4143,0.42575,61821999.78133461
2023-03-25,0.42576,0.4646,0.42224,0.44324,89439207.37990092
2023-03-26,0.44279,0.46314,0.4404,0.44807,47741526.52381885
2023-03-27,0.44794,0.4887,0.44253,0.4788,120007387.36761909
2023-03-28,0.47888,0.53361,0.465,0.51445,177052103.40864543
2023-03-29,0.51445,0.585,0.51369,0.5423,233039113.24760856
2023-03-30,0.54231,0.55781,0.5162,0.53194,150453504.20809964
2023-03-31,0.5318,0.54885,0.5266,0.53766,126505062.13618461
2023-04-01,0.53764,0.5389,0.49689,0.50949,122209648.91569137
2023-04-02,0.50948,0.5289,0.5014,0.51798,92972060.9889
2023-04-03,0.51797,0.52479,0.4802,0.49587,111558443.50634822
2023-04-04,0.49598,0.50787,0.48714,0.50265,81130175.7651
2023-04-05,0.50273,0.527,0.4987,0.50559,81321579.01364157
2023-04-06,0.50561,0.50974,0.49132,0.503,68385243.18457835
2023-04-07,0.503,0.51539,0.49722,0.51262,66734317.4311
2023-04-08,0.51266,0.51312,0.50203,0.50483,32356183.2174
2023-04-09,0.50484,0.50916,0.49745,0.50539,30939223.14221875
2023-04-10,0.50539,0.5198,0.5,0.51771,37772177.3184
2023-04-11,0.51763,0.52855,0.51091,0.51647,59853694.852122
2023-04-12,0.51656,0.51778,0.49793,0.50481,55193445.72864923
2023-04-13,0.50481,0.51562,0.50145,0.51238,46834506.9721
2023-04-14,0.51238,0.5465,0.5112,0.52259,78524117.46614439
2023-04-15,0.52258,0.52605,0.51659,0.51933,31390132.44
2023-04-16,0.51931,0.5243,0.51541,0.52073,30137633.2598729
2023-04-17,0.52072,0.52087,0.50637,0.51076,41412257.58123617
2023-04-18,0.51082,0.53907,0.50907,0.53236,48978379.7989
2023-04-19,0.53246,0.53742,0.4626,0.49121,97321625.53942571
2023-04-20,0.49121,0.49912,0.463,0.47519,89436849.089176
2023-04-21,0.4752,0.47922,0.44018,0.44897,177098265.21732001
2023-04-22,0.44897,0.47585,0.44562,0.472,36047665.21710021
2023-04-23,0.47201,0.47201,0.4526,0.46465,31948919.1923
2023-04-24,0.46465,0.48552,0.44694,0.46086,62003151.04558266
2023-04-25,0.46091,0.472,0.45064,0.46961,37316461.55053333
2023-04-26,0.4696,0.48312,0.43202,0.4616,73346805.94543612
2023-04-27,0.46168,0.46992,0.45537,0.46665,41507658.5952
2023-04-28,0.46657,0.4833,0.46359,0.47957,41430659.3991
2023-04-29,0.47956,0.48692,0.47099,0.47794,25208738.02621036
2023-04-30,0.47795,0.48182,0.46775,0.47031,27996151.178817
2023-05-01,0.47039,0.47235,0.45437,0.46486,38555839.41598506
2023-05-02,0.46487,0.46621,0.45757,0.46441,27256112.1477
2023-05-03,0.46435,0.46545,0.45,0.46324,46858175.80705005
2023-05-04,0.46332,0.46495,0.45466,0.46096,28742946.3606
2023-05-05,0.46088,0.47076,0.45445,0.4669,40329523.88508131
2023-05-06,0.4669,0.46936,0.45135,0.45828,27219302.7941
2023-05-07,0.45829,0.46031,0.44552,0.44896,18085197.36360692
2023-05-08,0.44891,0.45114,0.41,0.42817,69000102.16788683
2023-05-09,0.42814,0.43067,0.42036,0.42875,33851747.3907
2023-05-10,0.42875,0.43381,0.4115,0.43006,63696642.75403
2023-05-11,0.43004,0.43042,0.41144,0.42069,38253920.8764
2023-05-12,0.42061,0.44439,0.41575,0.43054,48243200.0975
2023-05-13,0.43051,0.43052,0.4229,0.42398,14376095.8064
2023-05-14,0.42395,0.43173,0.42092,0.42517,17606715.2071
2023-05-15,0.42521,0.43026,0.4215,0.42712,20333885.91589793
2023-05-16,0.42711,0.443,0.41817,0.44254,39750482.6326
2023-05-17,0.4427,0.46149,0.43747,0.44847,67012179.6956
2023-05-18,0.44847,0.473,0.44302,0.45956,64804217.03470999
2023-05-19,0.45971,0.4755,0.45726,0.46735,37854947.97769283
2023-05-20,0.46741,0.4715,0.4617,0.46848,19622104.8427
2023-05-21,0.46848,0.47052,0.4548,0.45751,26326651.328039
2023-05-22,0.4575,0.46725,0.449,0.46171,30788466.1752
2023-05-23,0.46171,0.46782,0.45855,0.46516,28679779.8997
2023-05-24,0.46512,0.46512,0.44471,0.453,33921480.9295
2023-05-25,0.453,0.45487,0.4432,0.45393,32867489.94487458
2023-05-26,0.45392,0.46996,0.45251,0.4685,48996915.7869
2023-05-27,0.46848,0.47925,0.46485,0.47161,41338213.7505
2023-05-28,0.47155,0.48647,0.46977,0.48201,30751571.3656
2023-05-29,0.48205,0.49537,0.47595,0.49452,63490770.18522915
2023-05-30,0.49448,0.529,0.48947,0.52057,129302141.62242299
2023-05-31,0.52064,0.5278,0.50086,0.51677,86485187.95979231
2023-06-01,0.51678,0.51678,0.5015,0.50636,62093221.38368986
2023-06-02,0.50637,0.527,0.50352,0.52444,74317513.44443122
2023-06-03,0.52444,0.53341,0.51431,0.51885,43538425.1214
2023-06-04,0.5188,0.54681,0.51515,0.53592,74086753.60186275
2023-06-05,0.53581,0.54313,0.48548,0.50882,136177154.31684213
2023-06-06,0.50895,0.53247,0.49578,0.52989,91454885.20418772
2023-06-07,0.52989,0.53816,0.50699,0.51815,98814156.01929683
2023-06-08,0.51825,0.52785,0.51561,0.52371,65861000.5843
2023-06-09,0.52371,0.54192,0.52,0.538,85172273.77216919
2023-06-10,0.53801,0.53875,0.4726,0.50673,143309868.24096128
2023-06-11,0.50673,0.5294,0.50264,0.52078,64770496.9855
2023-06-12,0.52086,0.52802,0.50848,0.52499,69187708.84292451
2023-06-13,0.52499,0.56576,0.50523,0.51933,156626192.35470348
2023-06-14,0.51923,0.52029,0.45673,0.48015,123720552.71800206
2023-06-15,0.48016,0.48573,0.46666,0.48016,72953071.6441335
2023-06-16,0.48016,0.48324,0.45568,0.47573,66424728.2602
2023-06-17,0.47573,0.48708,0.46964,0.47945,34322282.5438025
2023-06-18,0.47945,0.49754,0.47411,0.48683,44093267.79429875
2023-06-19,0.48683,0.49828,0.48117,0.49367,42954486.46500208
2023-06-20,0.49371,0.49666,0.4716,0.49285,58541132.19984027
2023-06-21,0.49284,0.50344,0.48931,0.49998,81330525.36517
2023-06-22,0.49998,0.52724,0.48143,0.4937,97435510.83622056
2023-06-23,0.49371,0.5022,0.48395,0.49603,60512981.87496615
2023-06-24,0.49611,0.49614,0.47586,0.48649,48173748.633055
2023-06-25,0.4865,0.49782,0.48285,0.49023,42071782.4981
2023-06-26,0.49023,0.49194,0.47,0.47894,67539077.84849158
2023-06-27,0.47895,0.4851,0.47587,0.48384,36960217.6963
2023-06-28,0.48381,0.48444,0.4444,0.46478,70604542.22794434
2023-06-29,0.46464,0.477,0.46121,0.47468,36327901.5882
2023-06-30,0.47472,0.48262,0.44886,0.4731,91552361.52254587
2023-07-01,0.4731,0.476,0.46431,0.47317,40799032.31788699
2023-07-02,0.47318,0.49599,0.46956,0.48448,60529021.67298496
2023-07-03,0.4845,0.49125,0.4785,0.48898,48538673.1635
2023-07-04,0.48897,0.49351,0.48157,0.48705,52953595.3854
2023-07-05,0.48712,0.4915,0.46907,0.47767,58579075.021788
2023-07-06,0.47762,0.48402,0.4612,0.46213,53157025.9443
2023-07-07,0.46206,0.47067,0.45751,0.46856,37726549.52477695
2023-07-08,0.46856,0.47472,0.465,0.47043,29414213.2507
2023-07-09,0.4705,0.47174,0.4663,0.46806,20890272.4172
2023-07-10,0.46808,0.47999,0.4621,0.47789,52885712.00746368
2023-07-11,0.47785,0.4804,0.4698,0.47518,34751127.4155
2023-07-12,0.4753,0.47722,0.46494,0.47102,32076823.99158438
2023-07-13,0.47102,0.9369,0.4695,0.8157,326904207.56408793
2023-07-14,0.81509,0.825,0.66625,0.71793,262761995.58945381
2023-07-15,0.71789,0.7362,0.69205,0.71457,89833418.51495235
2023-07-16,0.71457,0.78999,0.7025,0.74713,120321233.48926385
2023-07-17,0.74693,0.7661,0.71217,0.73738,73690134.47592945
2023-07-18,0.73738,0.7845,0.73086,0.7781,84337291.98062465
2023-07-19,0.77826,0.853,0.76987,0.81982,140952647.24267459
2023-07-20,0.81969,0.84888,0.77125,0.79429,91803550.95311088
2023-07-21,0.79432,0.79882,0.75946,0.7715,54845407.33569316
2023-07-22,0.77134,0.7798,0.7211,0.73287,58965188.09546714
2023-07-23,0.73297,0.75185,0.71424,0.73841,49524883.0226
2023-07-24,0.73841,0.74269,0.6815,0.7023,79701824.81274088
2023-07-25,0.70215,0.7162,0.67437,0.70898,62608061.10072604
2023-07-26,0.70904,0.73148,0.6927,0.71612,60544310.82700463
2023-07-27,0.71617,0.73285,0.707,0.71396,38352374.0502534
2023-07-28,0.71393,0.71895,0.70237,0.7121,25953779.05636824
2023-07-29,0.71196,0.71526,0.70425,0.71204,14629116.9403
2023-07-30,0.71215,0.7356,0.68347,0.70464,42177005.34396097
2023-07-31,0.70467,0.72035,0.68521,0.69762,30479158.13895512
2023-08-01,0.69764,0.70798,0.67005,0.70662,43824555.66472901
2023-08-02,0.70661,0.70799,0.67586,0.68483,38038130.52757339
2023-08-03,0.68483,0.68745,0.6525,0.66303,50693291.35192991
2023-08-04,0.66296,0.66763,0.6239,0.63561,55275187.50620663
2023-08-05,0.63564,0.63593,0.61016,0.62877,44137727.29453389
2023-08-06,0.62878,0.6388,0.62149,0.62398,29006859.39818497
2023-08-07,0.62419,0.6298,0.59724,0.62356,47263776.41388592
2023-08-08,0.62357,0.64824,0.61386,0.64183,45950596.49584238
2023-08-09,0.64178,0.6659,0.63172,0.64336,74855487.40800033
2023-08-10,0.64343,0.64447,0.62418,0.63302,33207850.30146218
2023-08-11,0.63302,0.64124,0.62551,0.6317,29368884.75204102
2023-08-12,0.63164,0.63335,0.62277,0.62754,10662316.83716595
2023-08-13,0.62755,0.63855,0.62376,0.62579,16195312.50928063
2023-08-14,0.62568,0.63857,0.62426,0.6341,26076025.73300108
2023-08-15,0.6341,0.63471,0.57994,0.6104,47198849.09489486
2023-08-16,0.61031,0.61694,0.571,0.58888,51393852.23341305
2023-08-17,0.58899,0.59469,0.38806,0.50629,132646526.27210745
2023-08-18,0.50626,0.52269,0.48276,0.50612,86874620.37860168
2023-08-19,0.50615,0.52468,0.5007,0.51998,36885843.75612258
2023-08-20,0.51998,0.5584,0.51613,0.53849,45654598.91264112
2023-08-21,0.53849,0.53973,0.50298,0.52445,55131661.06759529
2023-08-22,0.52435,0.52573,0.50334,0.52107,42696527.2945
2023-08-23,0.52106,0.5367,0.51578,0.53011,34108563.94200749
2023-08-24,0.53012,0.53185,0.5111,0.51867,17108743.2656438
2023-08-25,0.51857,0.53183,0.50769,0.52572,32210517.29153152
2023-08-26,0.52572,0.52844,0.51789,0.52308,12866714.62539779
2023-08-27,0.52314,0.5301,0.51777,0.52358,18548082.70168844
2023-08-28,0.52357,0.5248,0.5102,0.52313,25823676.7256
2023-08-29,0.52306,0.54944,0.51317,0.53978,50577011.46568976
2023-08-30,0.53967,0.54041,0.52162,0.52842,25148938.68650643
2023-08-31,0.52835,0.52896,0.4959,0.51092,44076030.17347545
2023-09-01,0.51093,0.51189,0.4867,0.49795,38989109.70247074
2023-09-02,0.498,0.50267,0.49412,0.49879,12156183.1301
2023-09-03,0.49885,0.51078,0.4972,0.50467,15331978.37005406
2023-09-04,0.50474,0.51292,0.49658,0.50866,19615201.79261631
2023-09-05,0.50868,0.50874,0.49905,0.50548,14298642.59252151
2023-09-06,0.50541,0.50577,0.49114,0.50328,17579754.30790751
2023-09-07,0.50328,0.50686,0.49666,0.50505,12619335.21855793
2023-09-08,0.50509,0.50759,0.49425,0.50477,16378077.982
2023-09-09,0.50476,0.50476,0.5015,0.50391,5599197.3655
2023-09-10,0.5039,0.50391,0.4923,0.49701,12074104.54058439
2023-09-11,0.49701,0.49816,0.45842,0.47428,34817408.92761718
2023-09-12,0.47438,0.48708,0.47017,0.48016,31731301.57343229
2023-09-13,0.48021,0.48959,0.47309,0.48325,25324018.61637372
2023-09-14,0.48318,0.494,0.48007,0.48917,14768508.4679
2023-09-15,0.48917,0.50883,0.48752,0.50054,21022001.43533133
2023-09-16,0.50053,0.50331,0.49691,0.49978,8216425.86721181
2023-09-17,0.49974,0.50039,0.48948,0.49247,9357515.84450967
2023-09-18,0.49248,0.50762,0.48688,0.50299,21360811.99060181
2023-09-19,0.50277,0.51668,0.50063,0.51385,16725186.4194452
2023-09-20,0.5139,0.52543,0.50663,0.52117,20057279.74266172
2023-09-21,0.52118,0.5214,0.50013,0.50719,14520670.60820684
2023-09-22,0.50716,0.51703,0.5036,0.51226,11613887.13571646
2023-09-23,0.51227,0.51364,0.50559,0.50756,8103488.77410609
2023-09-24,0.5076,0.51164,0.49807,0.50216,8398299.51536677
2023-09-25,0.50205,0.50703,0.49138,0.50565,16435572.99208887
2023-09-26,0.50559,0.50742,0.49606,0.50189,13974063.06211841
2023-09-27,0.50183,0.50712,0.4968,0.49928,15291529.31974701
2023-09-28,0.49928,0.51,0.49528,0.50971,13790794.11096877
2023-09-29,0.50969,0.54947,0.50625,0.5215,48810108.04105018
2023-09-30,0.52143,0.52163,0.51345,0.5148,14004558.5973
2023-10-01,0.51495,0.52586,0.51373,0.52402,15099998.95291194
2023-10-02,0.52413,0.52652,0.50636,0.51207,25964422.93228435
2023-10-03,0.51219,0.54841,0.50508,0.53916,39747447.56267489
2023-10-04,0.53898,0.54264,0.51908,0.53271,43212585.86253366
2023-10-05,0.53271,0.53271,0.51573,0.52278,21722901.56388613
2023-10-06,0.52271,0.52966,0.51665,0.52539,15453428.70414292
2023-10-07,0.52537,0.52574,0.5197,0.52161,7951104.9008
2023-10-08,0.5215,0.52336,0.51539,0.51755,9004859.31468262
2023-10-09,0.51736,0.52,0.4833,0.5028,31875408.61489008
2023-10-10,0.50277,0.50277,0.49182,0.49638,15883042.76343339
2023-10-11,0.49638,0.49758,0.47818,0.4888,25453123.19999563
2023-10-12,0.48879,0.48887,0.47295,0.48305,24978473.7071728
2023-10-13,0.48306,0.49067,0.47878,0.48513,19754212.43109903
2023-10-14,0.48509,0.48833,0.48351,0.48664,9609381.13132444
2023-10-15,0.48664,0.49025,0.48504,0.48733,9140160.34339339
2023-10-16,0.48732,0.51099,0.48462,0.49765,43687136.82288371
2023-10-17,0.49766,0.49795,0.48474,0.49127,19675654.44934529
2023-10-18,0.49112,0.4924,0.48521,0.48772,13214547.3282
2023-10-19,0.48777,0.52442,0.4766,0.51984,43387104.9541749
2023-10-20,0.51981,0.53094,0.50862,0.51485,43385148.69545118
2023-10-21,0.51492,0.53346,0.51082,0.521,23535113.82089777
2023-10-22,0.52109,0.52419,0.51188,0.52266,17230287.20010813
2023-10-23,0.52257,0.55339,0.52,0.54753,50180317.75435159
2023-10-24,0.54754,0.5867,0.53586,0.55889,81134256.2478344
2023-10-25,0.55889,0.56416,0.54038,0.5553,30102459.40788125
2023-10-26,0.55522,0.56957,0.54037,0.55341,27377079.08317243
2023-10-27,0.55317,0.55903,0.5327,0.54305,21833099.09627102
2023-10-28,0.54302,0.55023,0.54061,0.54462,7980526.81525587
2023-10-29,0.54454,0.56123,0.54045,0.55598,13355948.50214065
2023-10-30,0.55603,0.58412,0.5496,0.57814,28009381.54285509
2023-10-31,0.5781,0.62281,0.56269,0.59962,50222375.3941493
2023-11-01,0.59958,0.6165,0.58018,0.60861,39004933.73095113
2023-11-02,0.60862,0.626,0.58611,0.60539,37547608.41127305
2023-11-03,0.60544,0.61507,0.59118,0.61217,29696283.6717661
2023-11-04,0.61201,0.61797,0.60813,0.61507,11350912.53070256
2023-11-05,0.61507,0.6627,0.61401,0.66052,43009001.45048983
2023-11-06,0.66065,0.73241,0.65872,0.71463,79580952.65137708
2023-11-07,0.71454,0.71546,0.65037,0.68499,80174515.1979618
2023-11-08,0.68498,0.7,0.67259,0.6874,33485856.2850609
2023-11-09,0.6874,0.70699,0.61828,0.66684,79202033.96971279
2023-11-10,0.66674,0.67111,0.63599,0.65931,42783263.60851719
2023-11-11,0.65939,0.6875,0.63962,0.66303,38119217.36980619
2023-11-12,0.66296,0.6707,0.6457,0.66143,20670251.74616507
2023-11-13,0.66135,0.75,0.63983,0.67003,95845987.73750719
2023-11-14,0.6702,0.6725,0.59,0.62949,61721437.6332255
2023-11-15,0.6295,0.65026,0.62521,0.64805,26788761.443382
2023-11-16,0.64806,0.6532,0.60304,0.61174,39983684.49929419
2023-11-17,0.61182,0.6242,0.58543,0.61324,37739478.54541505
2023-11-18,0.61329,0.61442,0.589,0.61059,23677707.31286989
2023-11-19,0.61059,0.6285,0.60135,0.6258,20152771.36132719
2023-11-20,0.62594,0.62831,0.60623,0.61204,30289789.55857897
2023-11-21,0.61194,0.6177,0.57207,0.57848,49957121.71852039
2023-11-22,0.57849,0.61619,0.57742,0.61098,28627426.03184821
2023-11-23,0.61104,0.6238,0.6061,0.62065,19207105.21367145
2023-11-24,0.62079,0.62606,0.61533,0.62117,22737696.80948583
2023-11-25,0.62117,0.62349,0.6155,0.62263,10864430.1519921
2023-11-26,0.62263,0.6376,0.60637,0.61594,27727640.61116464
2023-11-27,0.61593,0.61693,0.59359,0.60382,25567264.18705653
2023-11-28,0.60368,0.6139,0.59577,0.61056,19365619.72942463
2023-11-29,0.61062,0.61696,0.6037,0.60912,16428391.90001453
2023-11-30,0.60902,0.60973,0.59767,0.60636,20182614.66792782
2023-12-01,0.60637,0.61423,0.60328,0.61247,15516209.28665781
2023-12-02,0.61243,0.62285,0.611,0.62064,15297087.60768192
2023-12-03,0.62065,0.634,0.61684,0.62304,19048455.69319049
2023-12-04,0.6231,0.64366,0.5805,0.62455,54100830.27162324
2023-12-05,0.6246,0.63054,0.60739,0.62095,37109407.17611783
2023-12-06,0.62101,0.64374,0.61,0.64011,43827361.34674509
2023-12-07,0.64007,0.6543,0.62109,0.64332,37593969.68163594
2023-12-08,0.64346,0.67566,0.63757,0.67231,41310087.07691484
2023-12-09,0.67229,0.70047,0.65175,0.65853,51674271.61218463
2023-12-10,0.65852,0.67137,0.64688,0.66177,17445053.85387273
2023-12-11,0.66199,0.66279,0.57786,0.61862,67966666.81024705
2023-12-12,0.61858,0.62621,0.60672,0.61913,23060673.80986236
2023-12-13,0.61915,0.63489,0.59308,0.6275,27577114.623151
2023-12-14,0.62754,0.63782,0.603,0.63162,31115680.5623609
2023-12-15,0.63162,0.64409,0.6125,0.6155,31073789.20106287
2023-12-16,0.61552,0.62569,0.61034,0.62035,13365198.3781081
2023-12-17,0.6205,0.62366,0.60838,0.61024,14090818.76812355
2023-12-18,0.61038,0.61459,0.57939,0.61249,32491696.84969307
2023-12-19,0.61252,0.6167,0.59723,0.60445,24470905.0164
2023-12-20,0.60441,0.62631,0.60082,0.6171,29382448.27612069
2023-12-21,0.61706,0.625,0.61035,0.62399,19348443.77761191
2023-12-22,0.62399,0.63189,0.61538,0.62431,20525396.36270874
2023-12-23,0.62451,0.62487,0.61053,0.61948,13452026.41530679
2023-12-24,0.61948,0.62978,0.604,0.61216,27510398.60453022
2023-12-25,0.61202,0.64922,0.6081,0.64605,37465187.91168875
2023-12-26,0.64612,0.64663,0.59721,0.622,44435612.07090444
2023-12-27,0.62201,0.642,0.61278,0.63409,29418246.08441249
2023-12-28,0.63415,0.6577,0.62473,0.63454,35675480.02581007
2023-12-29,0.63467,0.63629,0.6113,0.62296,26307592.03384405
2023-12-30,0.62287,0.62967,0.61567,0.62072,12147442.11277609
2023-12-31,0.62062,0.62858,0.60622,0.61548,13266512.8751
2024-01-01,0.6153,0.63077,0.60853,0.62943,12761756.42037162
2024-01-02,0.62944,0.64023,0.62172,0.6243,31816606.51522412
2024-01-03,0.62428,0.6394,0.4633,0.58225,116406010.4333
2024-01-04,0.58227,0.59373,0.56951,0.58679,34686896.72916654
2024-01-05,0.58733,0.58849,0.55247,0.57579,45074211.80957857
2024-01-06,0.57578,0.57578,0.55679,0.56804,14140048.5252
2024-01-07,0.56805,0.57288,0.5457,0.55139,16863438.7355098
2024-01-08,0.55146,0.582,0.54408,0.5775,55159930.79147773
2024-01-09,0.5775,0.57926,0.552,0.56694,53990626.20454735
2024-01-10,0.56694,0.61474,0.54865,0.60057,76536365.67786249
2024-01-11,0.6007,0.62422,0.58568,0.60196,43769762.81924525
2024-01-12,0.60187,0.60354,0.55101,0.56982,36370018.08524794
2024-01-13,0.56991,0.57746,0.56308,0.57471,13836869.23376872
2024-01-14,0.5747,0.59316,0.57162,0.57623,20281842.08894834
2024-01-15,0.57646,0.58939,0.56876,0.57558,20190483.4560398
2024-01-16,0.57557,0.57976,0.56608,0.57573,18815957.06770724
2024-01-17,0.57591,0.57625,0.5613,0.56855,24108344.57431042
2024-01-18,0.56849,0.56903,0.5428,0.55202,33421879.13166348
2024-01-19,0.55203,0.5538,0.52169,0.54429,43926666.46067239
2024-01-20,0.54422,0.555,0.53911,0.55349,22266071.86253035
2024-01-21,0.55336,0.55526,0.54544,0.54641,11574512.932
2024-01-22,0.54634,0.5496,0.51712,0.52746,29361378.3729121
2024-01-23,0.52746,0.5317,0.49609,0.51819,34147720.44870502
2024-01-24,0.51827,0.51932,0.5112,0.51826,18914230.88501732
2024-01-25,0.51821,0.51828,0.50385,0.5136,15638252.54589883
2024-01-26,0.51361,0.53664,0.50858,0.53218,24220030.62288467
2024-01-27,0.53219,0.53489,0.52622,0.53041,10543284.20230402
2024-01-28,0.53041,0.5354,0.52111,0.52419,15279598.207217
2024-01-29,0.5241,0.53998,0.5192,0.53517,23045364.64112581
2024-01-30,0.53513,0.53915,0.50728,0.51075,34841154.11409631
2024-01-31,0.51074,0.51444,0.48501,0.50321,40084885.4359872
2024-02-01,0.50319,0.51069,0.49011,0.50584,30116521.5676
2024-02-02,0.50589,0.51404,0.49878,0.5104,24008012.44569253
2024-02-03,0.51041,0.52689,0.50604,0.51872,20480911.15523184
2024-02-04,0.51874,0.5191,0.50001,0.50306,13314874.60686234
2024-02-05,0.50306,0.51416,0.49686,0.50676,19631810.63151
2024-02-06,0.50674,0.51105,0.49823,0.50508,20687516.08649897
2024-02-07,0.50503,0.5165,0.49944,0.51379,24089363.03639372
